driverId,week,hours-logged,miles-logged
45,43,57,800
56,31,80,2800
16,21,75,1200
25,25,54,3900
83,46,72,3400
62,22,73,3600
94,12,57,1500
44,48,68,0
28,20,60,1700
63,36,76,1200
65,34,63,1500
94,13,50,3400
59,47,64,2800
48,48,65,0
79,20,61,2100
25,41,60,200
32,30,79,1200
71,49,61,3800
99,5,74,2700
79,3,53,3500
93,14,51,500
71,40,64,700
14,52,52,1500
32,20,63,3200
16,34,74,2500
104,18,61,4000
16,43,58,2300
84,27,57,1800
58,11,74,1300
32,50,55,2700
68,51,55,2500
64,20,64,1700
78,15,73,3200
53,20,62,3600
106,41,50,700
105,26,71,100
50,37,78,1300
45,23,52,1500
51,36,57,1300
84,23,66,1600
69,10,50,3500
79,36,80,2400
21,42,60,2800
45,7,54,1600
83,31,55,2400
22,18,75,3600
16,27,60,1000
19,21,75,3700
57,21,63,1400
74,26,52,3300
32,18,80,3700
83,49,66,1700
75,35,80,2200
70,48,65,900
15,21,54,2600
16,11,57,2300
97,10,66,500
85,17,50,3000
83,41,54,3500
57,50,73,1900
100,29,79,1200
68,22,71,2200
36,26,74,3700
11,4,72,3400
54,50,52,100
108,31,71,4000
16,36,80,3700
24,7,72,900
99,12,60,3400
65,49,50,3700
77,45,60,1400
55,5,61,600
98,22,69,900
15,16,72,1600
26,50,64,2800
35,33,79,3900
71,8,69,1900
72,28,58,700
80,47,69,900
24,6,69,2300
69,16,55,900
96,22,56,2700
76,22,53,3700
98,23,68,1100
24,50,62,3200
55,50,57,2900
56,1,67,3200
44,40,77,700
75,20,69,2600
23,15,72,4000
90,22,51,3900
58,3,68,1000
58,24,58,1900
49,40,50,2000
12,2,63,0
62,5,74,3900
26,28,71,900
60,33,54,3400
36,33,62,1500
86,10,79,600
30,41,61,2300
92,15,74,2500
72,22,76,3800
89,46,59,1700
36,44,54,3400
30,24,65,1900
56,38,55,3000
33,27,69,900
38,23,50,3400
25,5,78,100
29,9,76,3400
63,45,76,600
94,15,62,3400
72,14,53,200
86,49,75,1900
61,3,71,3300
22,1,54,900
52,50,62,2400
100,20,54,3700
94,9,75,2200
48,16,61,1100
34,33,50,3000
43,47,59,3100
44,43,72,1400
14,52,71,2800
61,42,71,900
108,21,61,800
80,5,72,3500
19,27,63,400
75,4,70,4000
23,13,58,3700
104,3,74,2600
38,38,55,3800
106,7,53,100
57,6,61,2400
96,25,69,3400
97,47,68,2700
109,44,62,3800
28,34,64,3100
11,52,72,1600
72,41,78,1100
50,21,72,3300
89,9,71,3000
97,9,53,3900
11,38,74,3000
20,51,76,1700
56,39,60,0
87,47,79,4000
32,1,71,2700
38,2,64,400
56,19,79,2400
50,43,79,1800
55,7,72,2300
47,14,62,3100
19,20,51,300
49,45,65,800
10,35,56,3300
55,2,78,1600
87,8,70,4000
92,28,59,3800
21,3,63,1800
67,1,52,3600
83,10,77,1000
81,16,64,100
64,12,73,600
24,39,69,2500
105,14,50,1500
99,7,56,0
35,28,66,1100
69,51,50,1900
65,4,57,2500
63,22,68,2700
73,5,55,500
64,28,77,2800
79,22,52,4000
12,30,64,2400
109,7,63,2900
73,29,64,500
76,22,56,3700
82,49,69,2400
108,43,65,800
106,17,70,400
10,42,59,1500
83,14,50,500
82,3,65,700
18,7,73,1800
98,10,50,3000
107,47,68,700
104,22,63,1200
39,46,67,2000
97,22,59,700
58,1,56,1300
39,32,68,2400
85,10,58,3000
23,15,71,3400
74,46,77,300
23,19,65,800
35,40,67,3900
93,29,53,2800
71,21,55,800
36,46,53,3200
103,6,67,2400
88,39,74,1300
92,40,79,500
34,16,51,4000
30,16,71,800
66,12,64,2800
83,45,77,2700
29,42,66,400
27,10,65,2800
47,14,62,1300
101,5,53,1600
38,47,68,1300
87,33,57,3100
86,48,60,500
37,35,57,800
81,7,60,1700
31,35,55,1000
48,21,55,1800
59,45,54,3000
62,4,64,1300
78,12,58,200
78,40,79,900
36,37,72,500
49,2,71,1200
98,23,77,200
11,42,80,2600
29,16,79,1200
40,51,68,4000
11,17,53,2400
36,42,78,3300
101,17,56,900
18,25,69,4000
107,43,59,1700
39,38,70,1700
104,40,61,1700
58,32,56,3400
43,47,62,1300
100,12,70,3100
10,4,72,200
103,12,53,2300
79,40,65,0
70,38,66,1900
18,11,50,900
94,38,58,1400
25,10,66,1900
81,6,66,500
84,40,53,2900
11,26,53,3500
21,36,78,800
82,44,72,500
34,3,51,1700
86,20,80,3900
16,26,76,2600
82,47,73,2000
21,37,55,1200
18,37,70,1100
19,17,77,1600
105,26,62,1000
88,9,73,1500
33,52,72,3200
91,40,75,1100
105,21,67,1200
88,3,79,2900
21,5,70,100
70,51,66,2400
61,50,65,2400
42,51,61,2000
92,1,59,1800
83,6,60,200
39,19,58,3000
25,49,68,3400
65,52,77,2900
82,43,71,1600
48,16,73,600
27,27,75,1700
29,25,59,0
103,15,52,700
47,4,75,4000
37,24,54,800
18,23,75,2800
66,11,78,3100
61,25,61,3300
46,2,51,2800
90,12,75,500
77,42,79,1200
106,13,80,300
25,15,66,3900
104,16,54,1300
74,13,61,1600
101,39,59,3300
103,33,77,100
10,32,74,500
77,35,55,1000
109,32,71,1600
92,13,71,2000
35,33,58,300
93,11,69,100
77,6,55,1000
98,46,73,1200
71,24,67,3900
15,38,54,600
83,30,52,3400
98,17,74,1600
86,28,79,900
90,13,74,2800
83,39,64,2000
36,20,77,3100
103,22,77,2300
67,5,68,200
75,2,69,3900
98,44,80,0
43,16,57,200
46,27,77,1300
18,18,61,100
21,10,68,800
10,31,53,3500
13,30,78,3700
79,44,53,1800
62,36,74,2900
60,46,51,2600
42,22,75,900
24,27,51,0
67,31,62,2700
96,11,75,1700
100,3,58,1900
38,16,79,3900
36,5,63,1300
106,29,75,900
43,8,64,3200
16,30,56,1000
85,6,73,1600
89,51,66,1000
50,6,60,500
108,41,79,2500
42,1,60,3700
76,44,55,4000
71,5,77,200
93,25,62,1700
92,37,56,2000
104,41,73,2500
12,38,74,900
76,25,64,200
55,18,61,2200
60,7,54,2200
14,10,50,3400
51,46,56,2400
58,35,77,2600
73,12,55,3900
104,49,65,1200
52,11,80,2600
11,43,57,3600
96,27,50,3300
66,14,51,3900
72,36,56,3500
45,33,52,1600
26,47,79,200
86,4,73,2000
16,28,72,800
68,11,55,2000
68,26,70,3100
73,11,74,1300
81,6,74,200
81,41,64,2600
24,31,67,1300
75,8,56,1500
90,22,59,2200
102,23,80,2700
70,36,65,300
35,44,80,1200
52,45,59,1200
58,6,80,2000
44,40,62,2500
32,45,63,1900
16,50,72,1800
65,19,57,2700
78,49,56,2300
54,28,75,3300
105,34,53,1700
94,6,50,3200
33,9,79,600
77,12,61,1200
96,15,53,0
12,39,56,2300
21,16,60,600
51,28,70,1300
92,38,50,2000
62,9,57,2900
57,44,80,2800
104,8,66,3900
87,31,76,3400
93,33,52,3100
37,30,72,0
86,11,77,2200
91,24,63,2200
80,32,66,3300
53,40,53,1000
108,19,74,400
51,41,58,2900
74,3,78,900
54,49,61,1000
57,33,52,600
54,8,72,3600
62,31,66,2600
64,51,68,400
34,51,58,2300
55,13,80,200
35,4,72,3200
81,12,57,3700
97,2,56,2900
108,15,70,1300
48,28,73,0
73,38,61,300
30,6,69,700
92,42,50,2300
30,29,72,600
15,47,73,3300
34,49,68,900
42,17,70,600
54,26,71,900
96,17,69,1800
27,5,55,2400
41,11,74,1400
43,44,52,1500
82,43,75,300
42,50,64,2900
43,28,76,2200
98,37,70,3600
44,51,67,400
105,34,61,3200
108,31,58,1700
85,14,51,500
77,38,56,2800
27,8,51,1800
104,35,53,2200
50,27,79,2400
32,4,62,900
101,50,62,3900
51,46,74,2200
95,34,73,700
63,8,73,2000
96,32,73,2000
14,46,56,2900
12,45,79,100
26,4,53,3700
42,36,61,3800
55,23,80,1000
109,18,57,1100
91,51,68,3000
48,4,51,2000
96,46,53,2500
85,42,51,800
66,44,51,2900
55,50,57,2900
97,43,74,700
19,30,71,2900
80,13,67,400
49,22,62,3800
60,9,71,2000
56,19,55,2400
37,32,53,1700
80,32,57,800
104,33,79,3500
60,23,73,3300
63,1,63,2100
70,7,68,3300
30,19,67,3200
56,1,79,3500
43,39,67,3200
65,48,60,2600
89,45,73,600
74,28,50,1700
101,49,69,500
33,2,57,1600
22,52,58,3100
11,29,53,2500
17,13,66,3600
48,24,52,3000
38,16,70,3800
97,46,63,4000
91,22,80,2400
100,17,69,2600
37,13,78,200
12,29,79,2100
48,29,53,400
109,32,76,1500
48,15,66,2300
40,23,59,2300
52,16,65,2700
35,50,77,100
74,32,66,3700
37,15,60,3700
49,36,56,100
73,22,80,2100
44,39,59,3200
67,16,62,2700
91,6,77,3200
16,28,67,1000
83,26,67,300
28,14,73,0
96,4,58,1300
108,8,53,1900
23,34,68,700
43,40,56,2400
87,19,50,2400
24,41,80,2700
62,14,66,3800
23,26,65,500
93,8,67,3000
82,12,63,2900
15,8,65,1100
72,22,69,2100
12,5,51,3600
87,30,79,2900
51,20,71,2900
43,47,64,3300
106,19,79,1300
92,4,53,3100
19,45,73,700
34,21,54,2400
99,34,51,1800
94,18,68,1700
94,34,56,100
26,33,78,1000
50,21,76,2100
16,7,52,3700
38,37,50,1200
69,38,78,3500
67,18,66,2500
46,17,51,2300
86,19,65,1700
14,19,50,400
24,14,57,100
35,52,69,100
46,40,50,1400
11,26,76,3500
99,1,58,3800
51,8,67,3700
40,42,71,1100
25,19,58,1300
63,16,74,3700
101,7,66,3500
90,36,50,2900
75,33,66,100
101,46,62,2700
44,51,66,3900
101,25,76,3100
56,51,68,900
10,47,65,800
63,13,55,600
12,21,62,4000
40,20,62,1300
82,35,66,700
24,50,64,2300
32,2,57,2300
30,52,56,600
100,2,74,800
